+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Hurl Thunderbolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ice Blade (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ice Web (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Illusory Pit (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Ilyykur’s Mantle (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Infected Wounds (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Instant Audience (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Katrine’s Fragile Egg (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Kiri’s Container (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Kiss of Torment (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Know Customs (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Lava Bolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Lightning Shield (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Log To Lizard (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Malicious Spite (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mass Protection From Evil And Good (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mass Swim (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mirage (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Mystyk’s Backlash (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Necromantic Bolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Needlestorm (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Nystul’s Blacklight Burst (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Oath of Peace (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Otto’s Drums (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Possess (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Projected Magnification (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Psychic Poison (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Rastor’s Mystical Spy (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Reprobation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Return To Earth (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Rusting Grasp (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sacred Strike (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sargasso (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sarius’ Giant Manifestation (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Scapegoat (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Searing Song (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sethron’s Fearful Baying (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Blink (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Dance (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadow Play (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadowstrike (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shattershout (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shoulder Burden (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Shout (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sinister Surroundings (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Siren Song (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Site Warning (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sleepcloud (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sleepwalking (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sonoric’s Minions (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sticks To Snakes (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Stone Bridge (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Strong Jaw (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Sunbolt (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Talon’s Skitmaster (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Tattoo Potion (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Tentacles (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Terrain Bond (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Thief’s Lament (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Valiant Fury (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Vander’s Librarian (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of View Past (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Vision Stone (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Coldfire (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wall of Sound (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Watchful Ancestors (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Whisper’s Storm of Darkness (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Wing Gifting (ToS, 4th Level) (320 gp, 0.1 lb)
Scroll of Absorb Strength (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Acid Fog (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Age Animal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Age Object (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Airy Water (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Blue Blaze (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Heat Lightning (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Alpha’s Starshield (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Animal Transfer (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Apparent Master (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Archon’s Trumpet (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Azura’s Soul Whip (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ballant’s Stonesplit (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ballant’s Stonestrength (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Battletide (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Bestow Enchantment (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Blizzard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Blood of Fire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Bolt’s Hellish Hail (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Chromatic Blade (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Purification (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Putrefaction (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cobaltas’ Thunder (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Acid (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Fire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Cone of Force (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Beast Spirits (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Conjure Divine Minion (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Create Room (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darklight’s Stapling Spikes (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darkray’s Powerguard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Darkray’s Tracer (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Deadly Feast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Deathmaster’s Vial (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Dheryth’s Energy Cloak (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Disfiguring Touch (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Draw Upon Holy Might (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Dweomervessel (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Eliminate Air (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of False Sending (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Favor of the Ocean Winds (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Feldegast’s Altered Appearance (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Fire Spiders (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Fireward (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flaming Symbol (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flesh To Ice (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Flexible Force Field (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Force Blast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Force Shapechange (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Forcewhip (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Globe of Tranquil Water (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Glyph of Revealing (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Greater Sign of Sealing (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Hypnosis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Illusory Feast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Impenetrable Falsehood (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Impregnate (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Imprison Possessor (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Irnar’s Fast Pregnancy (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Ironguard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Joyful Rapture (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Kiss of Sleep (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Kiss of Weakness (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Lightbow (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Lizard Limbs (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Love Charm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Magnifying Chime (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mark of Justice (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Curse of Ill Fortune (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Protection From Energy (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Sanctuary (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Metal Shape (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mind Fog (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Lycanthropes (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Nature’s Charm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Northstar’s Song of the Fey (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Oasis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Oathbinding (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Old Salt’s Curse (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Pool of Deeds (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Prosperous Room (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Prosthesis (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Rain of Blood (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Rary’s Replay (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Refusal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Resist Magic (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sand Shroud (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sand Storm (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sarcophagus of Death (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sensory Deprivation (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Sentry Skull (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Shadowcat (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Skullsight (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Soul Safe (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Soulfire (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spirit of Flame (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spirit Scream (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Spiritual Triangle (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Stone Tell (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Tame Animal (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Telepathic Broadcast (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Tentacle of Withering (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Thornwrack (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Bone To Steel (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Rock (New Variants) (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Trick (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vanishing Weapon (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vanquil’s Drifting Blizzard (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Visage of the Deity (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Vylja’s Storm Armor (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Limbs (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wall of Ooze (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Wingbind (ToS, 5th Level) (640 gp, 0.1 lb)
Scroll of Animate Blood (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Aria of the Victorious Knights (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Arrow of Bone (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Battle of Wills (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Catching Chain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Shadows (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Consume Likeness (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Disgust (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Lycanthropy (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Undeath (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Danse Macabre (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dardan’s Desiccation (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Darklight’s Lightning Web (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Darklight’s Planar Weapon (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dheryth’s Energy Globe (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dissension (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Distort Life (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dusts of Death (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Earthmaw (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Exalted Raiment (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Explosive Head (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Eye of Curses (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of False Vision (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Feast on Fear (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh To Ooze (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Flesh To Salt (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ghost Trap (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Greater Animate Dead (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Gullship (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hammer of Retribution (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hardening (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Horn of Plenty (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hovering Road (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Hymn of Peace (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Imbue With Purpose (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ironskin (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ironwood (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Jungle’s Rapture (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Kevin’s Holy Rain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Korel’s Wisdom Beyond Death (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Learn Language (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Lightning Curtain (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Major Curse (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Mass Curse of Impending Blades (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Master of the Rolling River (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Move Snow And Ice (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Nature’s Exile (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Nerve Dance (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obedience (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obold’s Brightness (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Overland Flight (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Pied Piping (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Poison (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Prophecy (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Rain of Terror (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Righteous Wrath of the Faithful (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Rising Rot (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Scalesnare (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Scramble Portal (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Seal Portal (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Shadowguard (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Shandaril’s Tracer (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Acid (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Electricity (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Fire (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Frost (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Sheets of Venom (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Skylight Blade (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spectral Beast (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spell Catcher (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Starharp (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Storm of Shards (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Symphonic Nightmare (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tasirin’s Haunted Sleep (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tattoo of Power (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Teleport Trap (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Thousand Needles (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Treegrowth (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of True Name (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tunnel Swallow (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tyvek’s Temporary Inner Strength (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Unburn (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Valcon’s Spectral Army (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Waves of Exhaustion (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Web of Shadows (ToS, 6th Level) (1280 gp, 0.1 lb)
Scroll of Acid Storm (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Alpha’s Comet (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Alpha’s Starlight Citadel (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Alter Beast (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Amorphous Blob (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Animate Golem (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Blood Burn (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Blood To Dust (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Blood To Water (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Bolt of Glory (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Call Dragon (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Channel Flame (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Cloud of Death (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Corpse Host (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Create Quasimancer (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Cyclone Chariot (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Darklight’s Finger of Ice (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Darklight’s Tattooed Creature (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Darklight’s Tattooed Item (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Deathwalk (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Deja Vu (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Demand (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Diamondblade (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Duo-Dimension (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Endless Dance (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Energy Ball (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Eye of the Beholder (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Flame Harvest (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Fog of Nightmares (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Fortunate Fate (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Ghoul Gauntlet (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Glassteel (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Gunther’s Kaleidoscopic Strike (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Half-Blood Extraction (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Heartbreaker (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Holy Star (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Hungry Darkness (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Kiss of the Nereid (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Legal Thoughts (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Lestat’s Legion (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Mass Dominate Person (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Mindkiller (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Moment of Prescience (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Nature’s Avatar (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Nilspace Doorway (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Nine Lives (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Nymph’s Beauty (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Otiluke’s Fire And Ice (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Otiluke’s Siege Sphere (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Power Word Sleep (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Power Word Vaporize (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Prismal’s Pictograph (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Probe Thoughts (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Radiant Assault (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Rain of Embers (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Rain of Roses (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Right of Might (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Sand Gems (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Seal of Destiny (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Seven-Eyes (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Shade Transformation (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Soul Anchor (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Starmantle (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Stone Spiders (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Symbol (New Variants) (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Terror (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Timed Stasis (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Touch of the Styx (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Undead Army (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Upsurge (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Wither Limb (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Withering Palm (ToS, 7th Level) (2560 gp, 0.1 lb)
Scroll of Aging (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Airboat (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Awaken Forest (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Bite of the King (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Chariot of the Gods (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Circle of Blindness (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Continuous Weather (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Crown of Angels (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Demonstar (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Disbelief (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Divine Truth (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Eternal Rest (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Evolve (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Field of Icy Razors (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Flensing (ToS, 8th Level) (5120 gp, 0.1 lb)
Scroll of Giant Size (ToS, 8th Level) (5120 gp, 0.1 lb)
