+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Ancestral Blessing (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skull Watch (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Banish Blight (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body Blades (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Cook (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Deeppockets (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drawmij’s Light Step (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drawmij’s Swift Mount (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drenal’s Stone Flame (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fang Fist (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Serendipity (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Ill Luck (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Frostfire (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Grassdart (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mistaken Missive (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Otto’s Chime of Release (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Scent of Vengeance (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Splinter Wood (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Tenser’s Hunting Hawk (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Venomous Blade (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wolfjaws (3.5e, 2nd Level) (120 gp, 0.1 lb)
Scroll of Amulet (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Favor of Amelioration (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Glyph of Warding (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Impenetrable Falsehood (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Beasts (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Slimes (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Resist Turning (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mystic Rope (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nectar (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Restore Earth (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Teleport Object (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Astral Awareness (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Isolde’s Answer (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Know Customs (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Read Object (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seek Teleporter (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shoondal’s Seeking (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Anesthesia (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Animal Trick (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Comfort (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hibernation (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Song of Compulsion (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Acid Lash (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Archer’s Redoubt (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Castigate (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Darkbolt (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dig (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dragon Breath (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Frost Whip (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Javelin (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nchaser’s Glowing Globe (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nystul’s Radiant Baton (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Otiluke’s Orb of Containment (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Scalding Spout (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Seeking (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sunscorch (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Venomdust (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Whip of Flame (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Conceal Item (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dire Charm (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Doomhound (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Encrypt (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Fool’s Speech (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Merchant’s Glamer (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Nightscar (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Arms and Armor (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Phantom Steed (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bestow Curse (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Curse Tablet (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ray of Paralysis (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Amanuensis (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bearhug (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blossom (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Boon of Fortune (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Drought (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Entomb (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Farspeaker (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Rod (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Jump (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Sand Sword (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shadow Dance (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Shape Wood (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Singing Stone (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Snapdragon (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Snare (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Weapon Return (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Weapon Shift (3.5e, 3rd Level) (200 gp, 0.1 lb)
Scroll of Chant (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Guardian Weapon (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Guardian Seal (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Hiding Place (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Ilyykur’s Mantle (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Invisibility Purge (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Mass Protection from Evil and Good (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Lycanthropes (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Thief’s Lament (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Bands of Sirellyn (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Dimensional Anchor (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Everfull Quiver (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Iron Maiden (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Memory Road (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Projected Magnification (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Rastor’s Mystical Spy (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Vision Stone (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Watching Shadow (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Blessed Forgetfulness (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Despair (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Fire Charm (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Music of the Spheres (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Otto’s Drums (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Siren Song (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Sleepwalking (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Animate Flame (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Bigby’s Force Sculpture (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Chant (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Control Temperature (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Hurl Thunderbolt (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Ice Blade (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Lightning Shield (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Nystul’s Blacklight Burst (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Searing Song (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Shadowstrike (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Shout (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Sunbolt (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Fool’s Gold (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Instant Audience (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Mirage (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Mirage of Despair (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Agitate Wounds (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Bone Seize (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Burning Blood (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Chilling Scythe (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Cursed Image (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Enervation (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Kiss of Torment (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Return to Earth (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Sacred Strike (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Simulate Skill (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Adamantine Mace (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Alter Path (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Barrier Reaver (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Control Vapor (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Create Darkenbeast (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Darsson’s Potion (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Depress Resistance (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Drawmij’s Instant Exit (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Favor of the Flying Horse (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Glassee (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Holy Flail (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Log to Lizard (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Needlestorm (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Pit (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Rusting Grasp (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Sargasso (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Shellskin (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Speak with Water (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Sticks to Snakes (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Wing Gifting (3.5e, 4th Level) (320 gp, 0.1 lb)
Scroll of Favor of the Ocean Winds (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Fireward (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Resist Magic (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Blessed Abundance (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Converse (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Glyph of Revealing (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Rary’s Replay (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Shadow Play (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Shandaril’s Tracer (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Impending Permission (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Love Charm (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Nature’s Charm (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Oathbinding (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Scapegoat (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Tame Animal (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Tasirin’s Haunted Sleep (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Ballant’s Stonestrength (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Bestow Enchantment (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Chromatic Blade (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Draw Upon Holy Might (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Electric Bow (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Sand Shroud (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Sarcophagus of Death (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Shadow Blink (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Telepathic Broadcast (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Thornwrack (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Transmute Rock (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Wingbind (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of False Vision (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Lorloveim’s Creeping Shadow (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Shadowcat (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Talon’s Skitmaster (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Talon’s Soundmaster (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Trick (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Animal Transfer (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Break Limb (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Deathmaster’s Vial (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Possess (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Rain of Blood (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Rising Rot (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Throbbing Bones (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Age Object (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Battletide (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Purification (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Cloud of Putrefaction (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Force Shapechange (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Hard Water (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Magnetism (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Metal Shape (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Pillar of Borogar (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Spring (3.5e, 5th Level) (640 gp, 0.1 lb)
Scroll of Mass Protection from Energy (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Starharp (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Conjure Divine Minion (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Moonbow (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Horn of Plenty (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Web of Shadows (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Prophecy (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of True Name (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obedience (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Catching Chain (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Channel Flame (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Lightning Curtain (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Obold’s Brightness (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Skylight Blade (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spirit of Flame (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Spectral Beast (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Animate Blood (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Arrow of Bone (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dead Man’s Eyes (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Graft (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Major Curse (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Nerve Dance (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Poison (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Wail of the Banshee (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Age Animal (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Curse of Lycanthropy (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Distort Life (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Dusts of Death (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Earthmaw (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Imbue with Purpose (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Ironwood (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Laughing Water (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Scalesnare (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Stone Tell (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tattoo of Power (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tentacles (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Tentacles of Withering (3.5e, 6th Level) (1280 gp, 0.1 lb)
Scroll of Breath of Life (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Seal of Destiny (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Seven-Eyes (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Sphere of Adaptation (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Tenfold Ironguard (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Conjure Beast Spirits (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Cyclone Chariot (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Rain of Terror (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Pool of Deeds (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Endless Dance (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Legal Thoughts (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Mass Dominate Person (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Mindkiller (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Nymph’s Beauty (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Power Word Sleep (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Soul Anchor (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Touch of the Styx (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Acid Storm (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Ballant’s Stonesplit (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Biting Shadow (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Bolt of Glory (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Flame Harvest (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Hovering Road (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Otiluke’s Siege Sphere (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Breath of Death (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Corpse Host (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Suffocate (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Amorphous Blob (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Duo-Dimension (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Glassteel (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Gullship (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Intensify Nature (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Prismal’s Pictograph (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Right of Might (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Timed Stasis (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Transmute Bone to Steel (3.5e, 7th Level) (2560 gp, 0.1 lb)
Scroll of Chariot of Sustarre (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Glass Storm (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Divine Truth (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Call of Despair (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Disbelief (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Crown of Angels (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Gunther’s Kaleidoscopic Strike (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Heartseeker (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Hornung’s Random Dispatcher (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Lightning Storm (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Otiluke’s Fire and Ice (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Smite (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Succor (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Storm (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Screen (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Lifeblend (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Longevity (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Mass Contagion (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Quench the Spirit (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Year Stealing (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Airboat (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Alter Beast (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Circle of Blindness (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Crystalbrittle (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Evolve (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Khelben’s Blackstaff (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Laeral’s Invisible Blade (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Magic Susceptibility (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Power Word Blind (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Sand Gems (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Simbul’s Skeletal Deliquescence (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Unburn (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Vaporize (3.5e, 8th Level) (5120 gp, 0.1 lb)
Scroll of Ancient Curse (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Elminster’s Effulgent Epuration (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Black Blade of Disaster (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Call (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Estate Transference (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Mage Tunnel (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Power Word Banish (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Rising Colossus (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Bad Medicine (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Chain Madness (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Death Pact (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Harp of War (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Heart Call (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Skip Day (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Body Link (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Energy Drain (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Heart of Stone (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Ivy Siege (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Renew Deposit (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Skycastle (3.5e, 9th Level) (10240 gp, 0.1 lb)
Scroll of Timelessness (3.5e, 9th Level) (10240 gp, 0.1 lb)
Bottled Breath (270 gp, 0.5 lb)
Elixir of Health (120 gp, 0.5 lb)
Oil of Etherealness (1920 gp, 0.5 lb)
Oil of Sharpness (3200 gp, 0.5 lb)
Oil of Slipperiness (480 gp, 0.5 lb)
Philter of Love (90 gp, 0.5 lb)
Potion of Acid Resistance (300 gp, 0.5 lb)
Potion of Animal Friendship (200 gp, 0.5 lb)
Potion of Clairvoyance (960 gp, 0.5 lb)
Potion of Climbing (180 gp, 0.5 lb)
Potion of Cloud Giant Strength (700 gp, 0.5 lb)
Potion of Cold Resistance (300 gp, 0.5 lb)
Potion of Diminution (270 gp, 0.5 lb)
Potion of Fire Breath (150 gp, 0.5 lb)
Potion of Fire Giant Strength (600 gp, 0.5 lb)
Potion of Fire Resistance (300 gp, 0.5 lb)
Potion of Flying (500 gp, 0.5 lb)
Potion of Force Resistance (300 gp, 0.5 lb)
Potion of Frost Giant Strength (500 gp, 0.5 lb)
