+1 Sling Bullets (20) (500 gp, 1.5 lb)
Scroll of Ease Labor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Electric Blades (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Elemental Burst (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Elonia’s Glamer (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Endure Element (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Entangling Scarf (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Epiphany (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Erase (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Exorcism (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Exterminate (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of False Tracks (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fertility (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Filth’s Bane (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fire Truth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of First Strike (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fist of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Foundation of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Frost Fingers (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Gift of Speech (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Golden Barding (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hail of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Healthful Rest (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Heethem’s Hydromorph (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hesitate (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hidden Ward (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hunter’s Lore (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Idea (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Inaudibility (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Indisputable Possession (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Infernal Wound (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Insidious Rhythm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Instant Search (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Interrogation (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Invisible Object (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ironguts (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ironthunder Horn (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Jamye’s Melodramatic Music (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Kiss of Intoxication (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Kiss of Vampirism (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Know The Size of the Hidden (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ladder (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Laeral’s Cutting Hand (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Last Image (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Long Arm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Magic Motes (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Magical Tether (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Memorize Page (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Metal Arm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Nectar (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Odeen’s Magic Tailor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Painful Wounds (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Painless Death (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Parching Touch (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Pilpin’s Mapper (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Pilpin’s Prompt (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Power Word Attention (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Protective Amulet (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Quick Step (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Clumsiness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Flame (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Reconstruct (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Repair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Reveal Owner (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sacred Guardian (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sanh’s Ray of Light (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sea Sight (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Secret Page (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Segojan’s Armor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shadetree (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shadows (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sharptooth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shrapnel Shot (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shut Up (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Silvered Weapon (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Simple Distillation (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Skill Enhancement (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Snapshot (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Special Effects (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Spiderbite (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Spirit Mask (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Suspend Disease (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Telltale Feet (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Thunderous Footfalls (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Trance (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Weapon Bless (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Weapon of the Earth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Web Bolt (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Whisper’s Hands of Darkness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Xaviar’s Leaf Filter (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Adamantine Weapon (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Aggressive Thundercloud (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Allegro (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Alpha’s Moonlight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Alpha’s Rainbow Beam (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ancestral Blessing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ancestral Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Anesthesia (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Animal Aspect (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Apparition (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Arrowflight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ash Storm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Augment Familiar (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Backstab Backlash (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bearhug (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Beastmask (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bigby’s Dexterous Digits (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bliss (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Blistering Invective (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Blood Biography (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body Blades (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body of the Sun (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Body Temperature (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bolt’s Background Bustle (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Bottomless Hate (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Break Limb (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Brumal Stiffening (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Circle of Privacy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Claws of Darkness (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Condition Protection (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Control Vapor (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Cook (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Crafter’s Fortune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Create Campsite (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Curse of Ill Fortune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Darklight’s Inexplicable Image (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Death Knell (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Decastave (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Deeppockets (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Deific Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Detect Charm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dig (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dive/Rise (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Divine Sacrifice (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dolorous Blow (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Drawmij’s Swift Mount (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dream Feast (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Dumbness (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Early Judgment (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Echoes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Entice Gift (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Euclarke’s Cantankerous Clothing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Euphoric Cloud (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fang Fist (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Far Sight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favorable Wind (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Good Luck (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Ill Luck (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of Serendipity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Favor of the Earth (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fiery Eyes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fiery Fists (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fireburst (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Fireproof (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Firestaff (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Flu (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Frostfire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Gem Record (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ghost Whip (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ghoul Touch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Grassdart (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hand of Ithiqua (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Heartfire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hunter’s Mercy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Hurl Rock (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Illusory Maze (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ingold’s Instant Insanity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Intensify Sensation (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Intoxicate (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Iron Maiden (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Isolde’s Answer (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kaldane’s Instant Burden (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kallum’s Cold Frost (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kilrukh’s Assisting Hands (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kiss of Awakening (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Kiss of the Toad (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Leomund’s Trap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Light of Heavens (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Litany of Debasement (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Litany of Grace (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Lucky Blade (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Lucky Cape (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Magic Flask (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Make Lost (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Merchant’s Glamer (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mikkis’ Awesome Disarm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mikkis’ Tracking (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Mistaken Missive (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Moon Rune (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nature’s Balance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Nightmare Lullaby (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Noise Filter (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Numbing Sphere (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Acid (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Cold (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Electricity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Fire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Force (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Orb of Sound (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Otto’s Soothing Vibrations (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Paldeggeron’s Accurate Arrow (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Piercing Shriek (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Pleasant Dreams (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Power Word Fear (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Preservation (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Prismal’s Handy Mirror (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Raven’s Flight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Ice (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Paralysis (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Stupidity (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sand Glass (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sand Spray (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sap (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Savage Maw (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Scent of Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Seal Mouth (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of See Through Other Eyes (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Seek Eternal Rest (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Shadowbolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Shark Bolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Sign of Sealing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Silverlight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skull Watch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Skyhook (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Specialization (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Spiritual Spear (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Splinter Wood (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Spring (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Talon’s Soundmaster (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Tenser’s Hunting Hawk (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Thrasne’s Magical Mire (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Transmute Water To Acid (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Unnatural Lust (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Untangle (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Venomous Blade (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Veschiul’s Shadowcurse (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Vylja’s Airbolt (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Vylja’s Webs To Dust (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wall of Gloom (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Whip of Vermin (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Whispers (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Winds of Pain (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wolfjaws (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Word of Binding (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Wyvern Watch (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Yoke of Mercy (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Zone of Deception (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Aalldam’s Waterspray (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Acid Lash (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Agitate Wounds (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Agra’s Ambush (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alpha’s Rolling Thunder (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alter Animal Intelligence (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Alter Mass (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Amulet (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Anonymous Interaction (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Arboreal Hammer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Archer’s Redoubt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Attune Form (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Awaken Sin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Azalldam’s Fabrication (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Barrier Reaver (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bestow Curse (New Variants) (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bite the Hand (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blades of Fury (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blessed Forgetfulness (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Blossom (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bolt of Stone (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bone Shape (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Boon of Fortune (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Bottle of Smoke (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Breathable Air (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Burst of Nettles (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Call Society (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Cloud Walk (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Commune With Spirit (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Conceal Item (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Control Temperature (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Create Magic Tattoo (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Crumble (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Curse of Impending Blades (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Curse Tablet (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Cursed Image (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Darkbolt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Darklight’s Haywire Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Deadly Strike (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Death Star (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Deforest (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Detonate (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dire Charm (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dirge of Discord (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Disposal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ditan’s Decorating Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Doomhound (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Downdraft (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dragon Breath (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Drawmij’s Instant Exit (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dread Word (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dream Sight (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Drought (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Dust Warriors (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Encrypt (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Entomb (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Euphoric Tranquility (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Everfull Quiver (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Evil Eye (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Excruciating Deformation (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Eyes of the Sun (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Falstaffe’s Ethereal Firestorm (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Farspeaker (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Favor of Amelioration (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Fire Aura (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Fool’s Speech (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Forceball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Forcewave (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Freeze (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Frost Whip (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Garinthrall’s Hideous Leech (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ghost Companion (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Glyph of Warding (New Variants) (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Godrage (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Good Hope (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Grasping Hands of Horror (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Graymantle (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Guardian Seal (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hard Water (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hellmouth Lash (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Helping Hand (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of History (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Holy Weapon (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Hypothermia (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Ice Shape (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Iceball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Invisibility Purge (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Javelin (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Junglerazer (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Kilrukh’s Defending Hands (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Kiss of Slavery (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lay of the Land (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Layla’s Morning-After Kiss (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Legolath’s Weird Wildball (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lightning Rod (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Loathsome Veil (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Lorloveim’s Creeping Shadow (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Love’s Pain (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Magnetism (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Malta’s Patterned Teleportation Square (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Camouflage (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mass Jump (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Memory Read (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mindburn (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mindlocked Messenger (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mirror Sending (ToS, 3rd Level) (200 gp, 0.1 lb)
Scroll of Mordenkainen’s Defense Against Beasts (ToS, 3rd Level) (200 gp, 0.1 lb)
